OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
5550,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,24000
5551,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,1777
5552,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,4000
5553,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,30
5554,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,6493
5555,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,9642
5556,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,1240
5557,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,38682
5558,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,11000
5559,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,5000
5560,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,3500
5561,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,15500
5562,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,10000
5563,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Labor and Supply Offset,Employee Services Reimbursement,-188615
5564,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Hardware Maintenance,7000
5565,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,5000
5566,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,City Property,Computer Equipment,16000
5567,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,6335
5568,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,12000
5569,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,106546
5570,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Labor and Supply Offset,ICP Reimbursement CR,-203811
5571,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,Other,Interdepartmental Service Fund,Expenses,Labor and Supply Offset,ICP Reimbursement DR,203811
5572,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,905
5573,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,Other,Interdepartmental Service Fund,Expenses,Labor and Supply Offset,ICP Reimbursement DR,69314
5574,2015,FY2014_15,Operating,General Services,Office of the Director Division,Department-Wide Technology,General Funds,General Fund,Expenses,Labor and Supply Offset,ICP Reimbursement CR,-69314
5575,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Employee Services,Overtime,-13119
5576,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Employee Services,Out Of Class,-6881
5577,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,20000
5578,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,40943
5579,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,Gas Tax,Gas Tax 2106,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,-83088
5580,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,83088
5581,2015,FY2014_15,Operating,General Services,Office of the Director Division,Office of the Director - DGS,Solid Waste,Solid Waste and Recycling,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,-40943
5582,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Department Budget Reduction,87820
5583,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Parking Meter Receipts,-490000
5584,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,-636
5585,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Community Support Programs,87000
5586,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Community Center,Community Center Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,1156
5587,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1200
5588,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Utilities Exp,82178
5589,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Utilities Exp,22250
5590,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,2000
5591,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,4895
5592,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Small Tools And Equipment,7000
5593,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Recreational Supplies,2000
5594,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Plumbing Supplies,200
5595,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,1000
5596,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,3000
5597,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Office Supplies,600
5598,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,500
5599,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,3800
5600,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,1500
5601,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Blueprint And Photo,100
5602,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1300
5603,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,4800
5604,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,5500
5605,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,12000
5606,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,40000
5607,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Community Center,Community Center Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,67000
5608,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Special Districts,Old Sacto Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,67597
5609,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,-134597
5610,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,300
5611,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Concessions,100000
5612,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,77939
5613,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Revenues,"Charges, Fees, and Services",Facility Use Fees,60000
5614,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other General Fees and Charges,6000
5615,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,267000
5616,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Miscellaneous Licenses and Permits,5000
5617,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Boat Slip Licenses,26000
5618,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Special Event Permits,2500
5619,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Special Use Permits,4500
5620,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,15023
5621,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,3150
5622,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Parking Meter Receipts,490000
5623,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,8705
5624,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,37209
5625,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,1500
5626,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,4200
5627,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,-50897
5628,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Transportation Allowance,6480
5629,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Bus Passes,700
5630,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,10441
5631,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,60252
5632,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,86254
5633,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,112656
5634,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,500
5635,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,15000
5636,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Repair And Maintenance Service,1000
5637,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,15015
5638,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,57871
5639,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,21000
5640,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,1000
5641,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Cultural Services - Other,Old Sac Market,Expenses,Other Services and Supplies,Other Professional Services,21150
5642,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,2000
5643,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Longevity,400
5644,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Overtime,1000
5645,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Employee Services,Regular Hours,600358
5646,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Business Permits and Licenses,2000
5647,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,8824
5648,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,688
5649,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,26355
5650,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Concessions,-4500
5651,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Facility Use Fees,45000
5652,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other General Fees and Charges,17000
5653,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,-27000
5654,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Boat Slip Licenses,-26000
5655,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Special Event Permits,-2000
5656,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Special Use Permits,-4500
5657,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Revenues,Licenses and Permits,Business Permits and Licenses,2000
5658,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,-40000
5659,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,Special Districts,Old Sacto Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,-636
5660,2015,FY2014_15,Operating,Convention and Cultural Services,Old Sacramento Division,Old Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,636
5661,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Revenues,Licenses and Permits,Business Permits and Licenses,4000
5662,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,-146000
5663,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,Other Governmental Funds,Traffic Safety Fund,Revenues,"Fines, Forfeitures, and  Penalties",Fines and Penalties,-150000
5664,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Other Services and Supplies,Department Budget Reduction,10000
5665,2015,FY2014_15,Public Safety,Police,Operational Services Division,Contract Services,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,-94571
5666,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,2000
5667,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Night Shift,615
5668,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Special Off Duty Police - Reg,628002
5669,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Out Of Class,425
5670,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Overtime,8191
5671,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,7011
5672,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Bus Passes,750
5673,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,54542
5674,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,15240
5675,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,210
5676,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,-630000
5677,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,2541
5678,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,832
5679,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,1000
5680,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,8764
5681,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,1000
5682,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,4700
5683,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,300
5684,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1000
5685,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,211
5686,2015,FY2014_15,Public Safety,Police,Operational Services Division,Field Services Administration,General Funds,General Fund,Expenses,Employee Services,Regular Hours,175275
5687,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,In Lieu Vacation,8931
5688,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Sick Leave Annual,432
5689,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Overtime,155000
5690,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Holiday Credit Used,88954
5691,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,850915
5692,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,298704
5693,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Veterinarian Services,5300
5694,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Longevity,3900
5695,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Management Leave Pay Off,1119
5696,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,5447
5697,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,6300
5698,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,39650
5699,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,36568
5700,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,City-Paid Employee PERS,228065
5701,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-568942
5702,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,13000
5703,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,136724
5704,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,500
5705,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,1800
5706,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,35000
5707,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Animal Consumption,8766
5708,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,16759
5709,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,300
5710,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,300
5711,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,350
5712,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Special Operations,General Funds,General Fund,Expenses,Employee Services,Regular Hours,2734480
5713,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Regular Hours,521537
5714,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Revenues,Licenses and Permits,Business Permits and Licenses,100000
5715,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,In Lieu Vacation,685
5716,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Overtime,11000
5717,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Holiday Credit Used,49081
5718,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,120048
5719,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,64301
5720,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,1000
5721,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Longevity,500
5722,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,15684
5723,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Management Leave Pay Off,548
5724,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,10502
