OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
15207,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,500
15208,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Community Support Programs,113122
15209,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,312
15210,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Books & Periodicals,1000
15211,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Fuel,199
15212,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,18483
15213,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Computer Software,3300
15214,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Computer Supplies,3670
15215,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Food - Food Programs,2000
15216,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,22368
15217,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Clerical Services,8000
15218,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Admin,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,26758
15219,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,Regular Hours,832171
15220,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,EPERC,-7996
15221,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,Worker's Compensation,24795
15222,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,State Unemployment Insurance,4410
15223,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,Medicare Insurance,12066
15224,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,FICA - OASDI,51595
15225,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,Deferred Compensation No 1,5326
15226,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,PERS Retirement,124189
15227,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Employee Services,Insurance Contribution,191889
15228,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Other Services and Supplies,Fuel,3101
15229,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Parking Attendants,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,6894
15230,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,EPERC,-3712
15231,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,Worker's Compensation,20926
15232,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,State Unemployment Insurance,3570
15233,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,Medicare Insurance,5517
15234,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,FICA - OASDI,23590
15235,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,PERS Retirement,57653
15236,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,Insurance Contribution,120726
15237,2016,FY2015_16,Operating,Public Works,Parking Services Division,Off-Street Relief Pool,Parking,Parking Fund,Expenses,Employee Services,Regular Hours,380479
15238,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,Regular Hours,521163
15239,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,Worker's Compensation,21956
15240,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,State Unemployment Insurance,2520
15241,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,Medicare Insurance,7557
15242,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,FICA - OASDI,32312
15243,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,Deferred Compensation No 1,1128
15244,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,PERS Retirement,80942
15245,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,Insurance Contribution,140597
15246,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Fuel,12039
15247,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,25000
15248,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,35527
15249,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,12447
15250,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,59250
15251,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Custodial Services,9575
15252,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Employee Services,EPERC,-5212
15253,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Plumbing Supplies,372
15254,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Electrical Supplies,4650
15255,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Mechanical Supplies,800
15256,2016,FY2015_16,Operating,Public Works,Parking Services Division,Public Works Facility Maintenance,Parking,Parking Fund,Expenses,Other Services and Supplies,Paint Supplies,5688
15257,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,900000
15258,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,25
15259,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,600
15260,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,38
15261,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15262,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,10901
15263,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,90000
15264,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,21092
15265,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,7000
15266,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,10200
15267,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,233
15268,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Communication Lines,1000
15269,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,134
15270,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,1601
15271,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,75
15272,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,66000
15273,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,100
15274,2016,FY2015_16,Operating,Public Works,Parking Services Division,293 Lot (5th & I Street),Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,30
15275,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Employee Services,Longevity,600
15276,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,3234027
15277,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,485
15278,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,4500
15279,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,699
15280,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,71003
15281,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,372112
15282,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,-105727
15283,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15284,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,560
15285,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,22146
15286,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Property Tax Tsf-DR,34000
15287,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,323400
15288,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,13000
15289,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,95729
15290,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,71554
15291,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,14241
15292,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,1473
15293,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Telephone,1700
15294,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,15217
15295,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,600
15296,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,1882
15297,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Office Supplies,1950
15298,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,185
15299,2016,FY2015_16,Operating,Public Works,Parking Services Division,Capitol Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Laundry Services,2400
15300,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Employee Services,Longevity,300
15301,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,3281683
15302,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,10000
15303,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,733
15304,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Fuel,430
15305,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,81507
15306,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,500
15307,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,122349
15308,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,-105595
15309,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15310,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,580
15311,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,23397
15312,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Property Tax Tsf-DR,24300
15313,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,328200
15314,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,900
15315,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Custodial Services,2600
15316,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,11300
15317,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,71716
15318,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,91000
15319,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,14348
15320,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,931
15321,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Telephone,2000
15322,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,15941
15323,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,600
15324,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,1972
15325,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Office Supplies,200
15326,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,195
15327,2016,FY2015_16,Operating,Public Works,Parking Services Division,City Hall Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Laundry Services,900
15328,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Employee Services,Longevity,800
15329,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,2398998
15330,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,621
15331,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,33987
15332,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,230
15333,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,2840
15334,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15335,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,500
15336,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,19754
15337,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Property Tax Tsf-DR,24300
15338,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,239900
15339,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,4279
15340,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,215
15341,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,15900
15342,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,43422
15343,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,144300
15344,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,11992
15345,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,1638
15346,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Telephone,1800
15347,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,13522
15348,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,550
15349,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,105000
15350,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,1673
15351,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Office Supplies,1700
15352,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,165
15353,2016,FY2015_16,Operating,Public Works,Parking Services Division,Old Sacramento Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Laundry Services,900
15354,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Employee Services,Longevity,100
15355,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,1580921
15356,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,319
15357,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,27573
15358,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,220
15359,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15360,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,250
15361,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,10591
15362,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Property Tax Tsf-DR,19400
15363,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,158100
15364,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,5431
15365,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,29463
15366,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,21
15367,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,15800
15368,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,132409
15369,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,6523
15370,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,1369
15371,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Telephone,700
15372,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,6947
15373,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,275
15374,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,859
15375,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Office Supplies,900
15376,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,85
15377,2016,FY2015_16,Operating,Public Works,Parking Services Division,Tower Bridge Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Laundry Services,900
15378,2016,FY2015_16,Operating,Public Works,Parking Services Division,Downtown Plaza West Gar,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,4863
15379,2016,FY2015_16,Operating,Public Works,Parking Services Division,Downtown Plaza East Gar,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,25976
15380,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,84335
15381,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,520
15382,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,374651
