budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431020,Management Consulting,5000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1700
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Earnings,E_412070,Out Of Class,7500
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,4000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,-15000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,20000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434010,Clerical Services,-11000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434010,Clerical Services,12500
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,127999
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,41600
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Property Services,E_443040,Computer Hardware Maintenance,2300
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,39535
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,215062
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,162307
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,88809
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,22001
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,1700
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,14915
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,3990
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,21627
FY15,Revenues,Community Development,Administration Division,,,,General Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,101000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,153961
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-153961
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,1600
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,8400
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Property Accounts,E_474310,Furniture And Fixture,19000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,9292
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,38000
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-106348
FY15,Expenses,Community Development,Administration Division,,,,General Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,200
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Earnings,E_412010,Overtime,25200
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Salaries,E_411010,Regular Hours,823323
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,11500
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,72000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413130,Longevity,600
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Earnings,E_412070,Out Of Class,5000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,9000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,6800
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,85326
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,13655
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,118715
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,118534
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,51046
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,5850
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,4800
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,13376
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2730
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,11938
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,300
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,3600
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,1300
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,2400
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,4000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Purchased Services,E_455020,Blueprint And Photo,2000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,General Supplies,E_461020,Office Supplies,9800
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2000
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,200
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Other Objects,E_481020,Refunds And Reimbursements,500
FY15,Expenses,Community Development,Customer Service Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY15,Expenses,Community Development,Building Division,,,,Other Governmental Funds,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-432000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,16221
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,255123
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,191777
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,109369
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,1000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,13650
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,2200
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,46883
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,4410
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,25656
FY15,Expenses,Community Development,Building Division,,,,General Funds,Earnings,E_412010,Overtime,165000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Salaries,E_411010,Regular Hours,1769356
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_321080,Building Trades Certification,1100
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,2000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1300
FY15,Expenses,Community Development,Building Division,,,,General Funds,Earnings,E_412070,Out Of Class,20500
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,200
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,52516
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,93948
FY15,Expenses,Community Development,Building Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,9545
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,18140
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,6182
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,10000
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,5000
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461020,Office Supplies,5300
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461010,Postage,100
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,5455
FY15,Expenses,Community Development,Building Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,50969
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,3000
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,3000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Property Accounts,E_474230,Vehicle Replacement Charge,26622
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,2500
FY15,Revenues,Community Development,Building Division,,,,General Funds,Intergovernmental Accounts,R_341320,Planning Technology Fee,432000
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322280,Sign and Billboard Permit,63000
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322190,Plan Check Fees,411000
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322020,Construction Permits,100000
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322020,Construction Permits,415000
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322020,Construction Permits,4300000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,100
FY15,Expenses,Community Development,Building Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2000
FY15,Revenues,Community Development,Building Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347030,Registration Fees,20600
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,3000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Operating Transfers Accounts,E_503020,Program Support Transfer - DR,432000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,96454
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,52727
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,25418
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2100
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,12334
FY15,Expenses,Community Development,Building Division,,,,General Funds,Salaries,E_411010,Regular Hours,850639
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,259500
FY15,Expenses,Community Development,Building Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,1052
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,9918
FY15,Expenses,Community Development,Building Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,5455
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3360
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,2318
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_455020,Blueprint And Photo,37400
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,9400
FY15,Expenses,Community Development,Building Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1800
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,2045
FY15,Expenses,Community Development,Building Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,2500
FY15,Revenues,Community Development,Building Division,,,,General Funds,Licenses & Permits,R_322190,Plan Check Fees,1700000
FY15,Expenses,Community Development,Building Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,122654
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,7830
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458020,Meals,500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,5580
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2400
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461020,Office Supplies,7200
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461210,Computer Software,4000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,2000
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Licenses & Permits,R_322050,Special Use Permits,-225000
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Licenses & Permits,R_322050,Special Use Permits,1358745
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,10000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,2000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,20000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-165000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_454020,Legal Notices,5500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,4962
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,165098
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,113592
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,69439
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,8050
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,13603
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2730
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,16603
FY15,Revenues,Community Development,Planning Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_341360,Appeal Fees,600
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,800
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Intergovernmental Accounts,R_341320,Planning Technology Fee,106000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Earnings,E_412010,Overtime,32500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Salaries,E_411010,Regular Hours,1145005
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,5500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Earnings,E_412070,Out Of Class,17000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,11000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,7700
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,94326
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,21924
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,3500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,17078
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,850
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,-4566
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,8566
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458020,Meals,5250
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,-8040
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,14040
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,3867
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,-3304
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,10500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,3000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,19090
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-19090
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,5500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,80
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,800
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-602078
FY15,Expenses,Community Development,Planning Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-20000
FY15,Expenses,Community Development,Planning Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,20000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,20000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-20000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_454020,Legal Notices,331
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3193
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,133882
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,118418
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,57568
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,9750
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,4224
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,9285
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2100
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,13463
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Salaries,E_411010,Regular Hours,928511
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,-3180
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,12180
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413130,Longevity,100
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,4000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,2400
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Salaries,E_411010,Regular Hours,594994
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Licenses & Permits,R_321070,Business Permits and Licenses,170000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,6000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,664
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7831
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,74691
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,41424
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,36890
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,2400
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1470
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,8627
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-50179
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-47194
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,5950
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,1500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,329
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,708
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,1029
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,3720
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461020,Office Supplies,800
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,5641
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,1544
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,5580
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1200
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Salaries,E_411010,Regular Hours,448363
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,6000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,996
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,64649
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,56791
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,3600
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7839
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,1050
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,6501
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,27799
FY15,Revenues,Community Development,Planning Division,,,,General Funds,Licenses & Permits,R_322050,Special Use Permits,120000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,4484
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,1500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,-276892
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-276892
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_454020,Legal Notices,1000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,1720
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,1286
FY15,Expenses,Community Development,Planning Division,,,,General Funds,General Supplies,E_461020,Office Supplies,1500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Salaries,E_411010,Regular Hours,396602
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,6500
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,5000
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,830
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,57186
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,47537
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,4800
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,14149
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,5751
FY15,Expenses,Community Development,Planning Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,24589
