budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,20627
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,72
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_458010,Transportation,2721
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461020,Office Supplies,25000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,1556
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,135
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461130,Construction Supplies,5273
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461200,Computer Supplies,4200
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461210,Computer Software,4200
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461220,General Supply,2473
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462010,Utilities Exp,270388
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Books and Periodicals,E_464010,Books & Periodicals,281
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481150,Memberships Licenses and Dues,8000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474410,Computer Equipment,18250
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund SerProvided,E_501010,Central Services Mail Charges,5805
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-4574
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_446010,Property Tax,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453030,Communication Lines,20000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,3444
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Books and Periodicals,E_464020,Subscriptions And Publications,9000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481110,Miscellaneous Expenditures,2000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474410,Computer Equipment,6750
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481050,Bad Debt Expense,-129340
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_452010,Liability Insurance Premiums,278620
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Service & Supply Adjustments,E_890080,MYOP Funding Account,2130683
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502180,Cost Plan - Debit,2486870
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Operating Transfers Accounts,E_503060,General Tax Transfer - Debit,6587400
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_452010,Liability Insurance Premiums,889062
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_452020,Property Insurance Premiums,4452
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_452040,Other Insurance Premiums,585
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481050,Bad Debt Expense,450000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481120,Property Taxes And Assessments,110824
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Operating Transfers Accounts,E_503060,General Tax Transfer - Debit,132400
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,3311
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,4250
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,135015
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,31576
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,8190
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,112320
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,960
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,6749512
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,209105
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,13293
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,2300
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453030,Communication Lines,50000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,10000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,8500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,16
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461160,Small Tools And Equipment,2553
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461220,General Supply,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474220,Vehicle Accessories,228000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-40000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,General Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,40000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,33050000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,2177670
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,397554
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,10500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,10800
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,2500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,366769
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,358792
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-19438
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,11500
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,670000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,462000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,3360229
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,1000478
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,3240000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,8924000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371120,Recyclables Sales,450000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,1298026
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,170000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,17000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,400
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,210900
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,213862
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-9625
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,3311
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,1800
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,80477
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,18821
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,4830
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,63940
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,511
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,40000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,6700
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,5000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,185000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,337000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1423508
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,13131
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,284723
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,1800000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,10631
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,4394
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Intergovernmental Accounts,R_338020,Other Agency Payments,38500
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_341040,Service Fees,12000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,525000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,81
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,666
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,48000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,22119
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,-22119
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,415001
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,34973
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,313000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,120
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,35000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,1834
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-11600
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-22119
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,2399000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,393863
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,30000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,3000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412060,On Call,7000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,1500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,81643
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,64893
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-2524
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,1655
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,24419
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,5711
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,1470
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,17936
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,95304
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,15000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Special Districts,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,11600
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,22119
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,880
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1010483
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,1832
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,281813
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,290000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,1204932
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,253446
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,6769
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,2300
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,227025
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,188975
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-9558
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,1655
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,3600
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,74705
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,17471
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,4683
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,62545
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Labor Adjustments,E_810060,Department Labor Reduction,315000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,5500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Storm Drainage,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,84000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,1159893
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,75000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,1000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,8000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461020,Office Supplies,1431
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,4500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474220,Vehicle Accessories,42000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-84000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,24091
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,55712
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-3381
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,7526
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,20964
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,4903
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,3381
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,500000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434030,Security Services,15000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434060,Weed Abatement Services,6000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442030,Custodial Services,6500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,19516
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_446020,Fees And Permits,55000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,1000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,1400
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,37
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_458040,Other Travel Expenses,350
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461020,Office Supplies,500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,1556
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461110,Plumbing Supplies,326
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461160,Small Tools And Equipment,3806
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462010,Utilities Exp,54400
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Food,E_463010,Food - Food Programs,500
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481150,Memberships Licenses and Dues,300
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,9402
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,4345
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,3949
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_446020,Fees And Permits,30000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462010,Utilities Exp,15600
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,338143
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,103947
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,1655
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,39115
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,9148
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,2940
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,10940
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,32000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453020,Cellular Telephone,568
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,277
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,1700
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,78
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461060,Welding Supplies,794
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,7200
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461080,Chemicals,600
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,378
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461160,Small Tools And Equipment,10200
