budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Food,E_463010,Food - Food Programs,2500
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Objects,E_481150,Memberships Licenses and Dues,5000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-4572
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-37793
FY18,Revenues,Citywide and Community Support,Community Support Division,,,,Water Planning,Intergovernmental Accounts,R_337080,Other County Payments,508386
FY18,Revenues,Citywide and Community Support,Community Support Division,,,,Water Planning,Intergovernmental Accounts,R_338020,Other Agency Payments,188681
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Salaries,E_411010,Regular Hours,383089
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413150,Insurance Contribution,35131
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413170,PERS Retirement,29892
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413172,PERS Unfunded,31037
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413EPERC,EPERC,-3830
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413190,Deferred Compensation No 1,14145
FY18,Revenues,Citywide and Community Support,Community Support Division,,,,Water Planning,Intergovernmental Accounts,R_337080,Other County Payments,415003
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,30000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,622504
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-207501
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,300000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-300000
FY18,Revenues,Citywide and Community Support,Community Support Division,,,,Water Planning,Intergovernmental Accounts,R_337080,Other County Payments,10167
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,15251
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-5084
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,130725
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employee Benefits,E_413280,Automobile Allowance,4513
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employer Paid Taxes,E_415010,FICA - OASDI,23697
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employer Paid Taxes,E_415015,Medicare Insurance,5554
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Employer Paid Taxes,E_415030,Worker's Compensation,3830
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,1000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,408000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,308500
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Prof and Tech Svcs,E_434030,Security Services,650
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Property Services,E_443050,Computer Software Maintenance,1250
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Property Services,E_444010,Rental Of Land And Buildings,47700
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Purchased Property Services,E_444020,Rental Of Equipment,5100
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Purchased Services,E_453010,Telephone,3950
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Purchased Services,E_453020,Cellular Telephone,2550
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Purchased Services,E_455010,Printing And Binding,5000
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Purchased Services,E_458010,Transportation,10301
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,Water Planning,Other Purchased Services,E_458020,Meals,6500
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Salaries,E_411010,Regular Hours,121043
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,9444
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,9806
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1210
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,4841
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,7504
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,1755
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,210
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,4172
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,-157524
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Interfund Reimbursement,E_502160,Other Labor Reimbursement,-8990
FY18,Expenses,Citywide and Community Support,Community Support Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,8970
FY18,Revenues,Citywide and Community Support,Citywide Support Division,,,,General Funds,Intergovernmental Accounts,R_337050,Redevelopment Agency Services,363000
FY18,Revenues,Citywide and Community Support,Citywide Support Division,,,,General Funds,Intergovernmental Accounts,R_337050,Redevelopment Agency Services,-113000
FY18,Expenses,Citywide and Community Support,Citywide Support Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,50000
FY18,Expenses,Non-Appropriated,Non-Appropriated Division,,,,Other,Interfund Reimbursement,E_502170,Cost Plan - Credit,-20013434
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Operating Transfers Accounts,E_503100,In Lieu Property Tax Tsf-DR,19500
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,29463
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,275
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,6947
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453010,Telephone,700
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,1369
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,6523
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_456040,Laundry Services,900
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,85
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Employee Benefits,E_413130,Longevity,100
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Operating Transfers Accounts,E_503080,In Lieu Franchise Tax Tsf-DR,201200
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Operating Transfers Accounts,E_503100,In Lieu Property Tax Tsf-DR,87800
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Interest, Rents, & Concessions",R_362010,Real Property Rental,294549
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,1953758
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,23745
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,600
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,5000
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,72600
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,13000
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442010,Landscape Maintenance Services,259
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,57240
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,625
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,16327
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453010,Telephone,3300
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,2705
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,17819
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_456040,Laundry Services,900
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,175
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461020,Office Supplies,2100
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461070,Safety Equipment,2020
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461160,Small Tools And Equipment,520
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Energy and Fuel,E_462010,Utilities Exp,84335
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481010,Group Benefit Clearing,750
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,3178
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,58613
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,103546
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,5362
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,4500
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442010,Landscape Maintenance Services,45
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,2146
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,100
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,1575
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,264
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,458
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,30
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461070,Safety Equipment,195
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461160,Small Tools And Equipment,50
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481010,Group Benefit Clearing,72
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481020,Refunds And Reimbursements,850
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,-103546
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,-5362
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,-4500
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442010,Landscape Maintenance Services,-45
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,-2146
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,-100
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,-1575
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,-264
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,-458
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,-30
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461070,Safety Equipment,-195
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461160,Small Tools And Equipment,-50
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481010,Group Benefit Clearing,-72
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481020,Refunds And Reimbursements,-850
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Energy and Fuel,E_462010,Utilities Exp,-1212
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442010,Landscape Maintenance Services,110
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481020,Refunds And Reimbursements,-450
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,1008
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,75
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,739
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,124
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,215
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,30
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461070,Safety Equipment,92
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461160,Small Tools And Equipment,25
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Energy and Fuel,E_462010,Utilities Exp,1212
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481010,Group Benefit Clearing,34
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481020,Refunds And Reimbursements,450
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,-25503
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,-3110
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,-1300
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442010,Landscape Maintenance Services,-110
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,-1008
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,-75
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_452020,Property Insurance Premiums,-739
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,-124
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,-215
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461010,Postage,-30
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461070,Safety Equipment,-92
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461160,Small Tools And Equipment,-25
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,25503
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,3110
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,1300
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Objects,E_481010,Group Benefit Clearing,-34
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,2418595
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1063426
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_434030,Security Services,39925
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_442030,Custodial Services,3791
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443010,Repair And Maintenance Service,32030
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444010,Rental Of Land And Buildings,120588
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_444020,Rental Of Equipment,1800
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_446020,Fees And Permits,6480
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453010,Telephone,980
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453020,Cellular Telephone,377
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_453030,Communication Lines,4264
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_455010,Printing And Binding,2989
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Other Purchased Services,E_456040,Laundry Services,453
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,General Supplies,E_461220,General Supply,2029
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Energy and Fuel,E_462010,Utilities Exp,117310
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1752
FY18,Revenues,Public Works,Parking Services Division,,,,Parking,"Charges, Fees, & Services Accounts",R_371510,Parking Fees,-500000
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-675000
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Operating Transfers Accounts,E_503080,In Lieu Franchise Tax Tsf-DR,191900
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Operating Transfers Accounts,E_503100,In Lieu Property Tax Tsf-DR,53400
FY18,Expenses,Public Works,Parking Services Division,,,,Parking,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,64096
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,200
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,23250
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,500
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,3600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,4000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,800
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,2000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,100
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,3300
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_455020,Blueprint And Photo,5
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_458020,Meals,200
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,1000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,9000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,500
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461100,Electrical Supplies,100
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,4434
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,1000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,4655
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,6000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,160
FY18,Revenues,Public Works,Parking Services Division,,,,General Funds,Licenses & Permits,R_322250,Emergency Permits,7000
FY18,Revenues,Public Works,Parking Services Division,,,,General Funds,Licenses & Permits,R_322560,Alley Parking Permits,7000
FY18,Revenues,Public Works,Parking Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_343040,Parking Meter Removal Fees,281548
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,233742
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Earnings,E_412010,Overtime,1545
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,32922
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,18238
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,18937
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1763
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,8201
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,3600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,14492
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3389
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,8057
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,1600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,4800
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,281
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461010,Postage,100
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,3942
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,2000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,1600
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461100,Electrical Supplies,100
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,60620
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,17282
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,500
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Property Accounts,E_474220,Vehicle Accessories,40
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,18136
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,3000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,1049550
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,219721
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,23759
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,43560
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Property Accounts,E_474230,Vehicle Replacement Charge,680000
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,32776
FY18,Revenues,Public Works,Parking Services Division,,,,General Funds,"Fines, Forfeitures, &  Penalties",R_351020,Fines and Penalties,10827683
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,2334370
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,500458
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,182150
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,189130
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-14625
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,2970
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,37270
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,144730
FY18,Expenses,Public Works,Parking Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,33848
